step,coalbench-grpo-rubric-lora-eval/kl_step,coalbench-grpo-rubric-lora-eval/kl_timestamp,coalbench-grpo-rubric-lora-train/kl_step,coalbench-grpo-rubric-lora-train/kl_timestamp
93,,,0.08142192661762238,1782360165000
94,,,0.057552456855773926,1782360215000
95,,,0.07130169123411179,1782360274000
96,,,0.08487822115421295,1782360311000
97,,,0.058083001524209976,1782360358000
98,,,0.06804682314395905,1782360405000
99,,,0.08323677629232407,1782360442000
100,0.08753945802648862,1782361066000,0.07174824178218842,1782360493000
101,,,0.07323090732097626,1782361102000
102,,,0.07461844384670258,1782361157000
103,,,0.09369995445013046,1782361201000
104,,,0.06396941095590591,1782361261000
105,,,0.07962656766176224,1782361313000
106,,,0.10241571813821793,1782361357000
107,,,0.12566247582435608,1782361390000
108,,,0.0996023491024971,1782361428000
109,,,0.09392555058002472,1782361469000
110,0.09315889924764634,1782362104000,0.08055194467306137,1782361527000
111,,,0.08851469308137894,1782362161000
112,,,0.07856001704931259,1782362200000
113,,,0.08736228197813034,1782362241000
114,,,0.09528890997171402,1782362279000
115,,,0.08143047243356705,1782362325000
116,,,0.10337183624505995,1782362371000
117,,,0.0985272079706192,1782362406000
118,,,0.10118291527032852,1782362452000
119,,,0.07992245256900787,1782362495000
120,0.09967138568560284,1782363076000,0.06990461051464081,1782362531000
121,,,0.09447631984949112,1782363120000
122,,,0.06361185759305954,1782363165000
123,,,0.08789721876382828,1782363200000
124,,,0.09674061834812164,1782363245000
125,,,0.0970434918999672,1782363284000
126,,,0.07267294079065323,1782363326000
127,,,0.07929568737745285,1782363365000
128,,,0.11853397637605669,1782363396000
129,,,0.12405886501073836,1782363436000
130,0.10357674459616344,1782364077000,0.08965740352869034,1782363483000
131,,,0.0974014848470688,1782364121000
132,,,0.114815816283226,1782364156000
133,,,0.08003897964954376,1782364193000
134,,,0.10164175182580948,1782364235000
135,,,0.11535678803920746,1782364269000
136,,,0.08333329111337662,1782364327000
137,,,0.09452813863754272,1782364367000
138,,,0.1378369778394699,1782364398000
139,,,0.09507331997156145,1782364428000
140,0.10853381554285683,1782365025000,0.07049401104450226,1782364465000
141,,,0.11701398342847824,1782365072000
142,,,0.1245030239224434,1782365110000
143,,,0.07217488437891006,1782365148000
144,,,0.14025795459747314,1782365177000
145,,,0.18919630348682404,1782365229000
146,,,0.0773397758603096,1782365265000
147,,,0.09543517976999284,1782365313000
148,,,0.12064777314662932,1782365344000
149,,,0.07700668275356293,1782365382000
150,0.12027592758337656,1782365947000,0.09726409614086153,1782365417000
151,,,0.1167474314570427,1782365984000
152,,,0.11337026208639144,1782366040000
153,,,0.0967523604631424,1782366078000
154,,,0.11769234389066696,1782366105000
155,,,0.08171553164720535,1782366168000
156,,,0.0920492336153984,1782366207000
157,,,0.07775749266147614,1782366261000
158,,,0.12641958892345428,1782366297000
159,,,0.0994752049446106,1782366337000
160,0.11107848038276036,1782366956000,0.11136417090892792,1782366366000
161,,,0.10876397043466568,1782366992000
162,,,0.1019347682595253,1782367025000
163,,,0.09118851274251938,1782367064000
164,,,0.07783206552267075,1782367114000
165,,,0.1074572429060936,1782367155000
166,,,0.10143528133630753,1782367197000
167,,,0.16894952952861786,1782367228000
168,,,0.07242043316364288,1782367267000
169,,,0.06703237444162369,1782367316000
170,0.11111625184615452,1782367920000,0.1116095632314682,1782367367000
171,,,0.08750604838132858,1782367979000
172,,,0.14346185326576233,1782368013000
173,,,0.06296128034591675,1782368056000
174,,,0.08403285592794418,1782368108000
175,,,0.13396517932415009,1782368141000
176,,,0.15348665416240692,1782368170000
177,,,0.11105699092149734,1782368213000
178,,,0.11475443840026855,1782368238000
179,,,0.08514023572206497,1782368274000
180,0.11450450966755547,1782368843000,0.07769335061311722,1782368332000
